candidate_id,zone_id,candidate_zone_id,candidate_x_m,candidate_y_m,zone_center_x_m,zone_center_y_m,distance_m_계산,radius_low_m,radius_nominal_m,radius_high_m,cover_low_계산,cover_nominal_계산,cover_high_계산,same_zone,데이터구분,한계
C01,Z01,Z01,11,18,11,18,0,3,5,8,0.130899,0.36361,0.796526,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C03,Z10,Z03,50,18,53,31,13.342,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C03,Z11,Z03,50,18,38,31,17.692,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C03,Z12,Z03,50,18,54,6,12.649,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z01,Z04,19,6,11,18,14.422,3,5,8,0,0,0.042741,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z02,Z04,19,6,31,18,16.971,3,5,8,0,0,0.008463,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z03,Z04,19,6,50,18,33.242,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z04,Z04,19,6,19,6,0,3,5,8,0.353429,0.879558,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z05,Z04,19,6,7,6,12,3,5,8,0,0,0.065402,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z06,Z04,19,6,8,31,27.313,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z07,Z04,19,6,22,31,25.179,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z08,Z04,19,6,44,6,25,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z09,Z04,19,6,32,6,13,3,5,8,0,0,0.054502,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z10,Z04,19,6,53,31,42.202,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z11,Z04,19,6,38,31,31.401,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C04,Z12,Z04,19,6,54,6,35,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z01,Z05,7,6,11,18,12.649,3,5,8,0,0,0.066989,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z02,Z05,7,6,31,18,26.833,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z03,Z05,7,6,50,18,44.643,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z04,Z05,7,6,19,6,12,3,5,8,0,0,0.065402,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z05,Z05,7,6,7,6,0,3,5,8,0.353429,0.879558,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z06,Z05,7,6,8,31,25.02,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z07,Z05,7,6,22,31,29.155,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z08,Z05,7,6,44,6,37,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z09,Z05,7,6,32,6,25,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z10,Z05,7,6,53,31,52.355,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z11,Z05,7,6,38,31,39.825,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C05,Z12,Z05,7,6,54,6,47,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z01,Z06,8,31,11,18,13.342,3,5,8,0,0,0.024223,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z02,Z06,8,31,31,18,26.42,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z03,Z06,8,31,50,18,43.966,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z04,Z06,8,31,19,6,27.313,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z05,Z06,8,31,7,6,25.02,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z06,Z06,8,31,8,31,0,3,5,8,0.235619,0.654497,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z07,Z06,8,31,22,31,14,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z08,Z06,8,31,44,6,43.829,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z09,Z06,8,31,32,6,34.655,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z10,Z06,8,31,53,31,45,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z11,Z06,8,31,38,31,30,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C06,Z12,Z06,8,31,54,6,52.355,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z01,Z07,22,31,11,18,17.029,3,5,8,0,0,0.003631,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z02,Z07,22,31,31,18,15.811,3,5,8,0,0,0.012112,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z03,Z07,22,31,50,18,30.871,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z04,Z07,22,31,19,6,25.179,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z05,Z07,22,31,7,6,29.155,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z06,Z07,22,31,8,31,14,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z07,Z07,22,31,22,31,0,3,5,8,0.235619,0.654497,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z08,Z07,22,31,44,6,33.302,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z09,Z07,22,31,32,6,26.926,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z10,Z07,22,31,53,31,31,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z11,Z07,22,31,38,31,16,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C07,Z12,Z07,22,31,54,6,40.608,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z01,Z08,44,6,11,18,35.114,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z02,Z08,44,6,31,18,17.692,3,5,8,0,0,0.00297,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z03,Z08,44,6,50,18,13.416,3,5,8,0,0,0.057733,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z04,Z08,44,6,19,6,25,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z05,Z08,44,6,7,6,37,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z06,Z08,44,6,8,31,43.829,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z07,Z08,44,6,22,31,33.302,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z08,Z08,44,6,44,6,0,3,5,8,0.441786,0.971714,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z09,Z08,44,6,32,6,12,3,5,8,0,0,0.137741,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z10,Z08,44,6,53,31,26.571,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z11,Z08,44,6,38,31,25.71,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C08,Z12,Z08,44,6,54,6,10,3,5,8,0,0,0.206611,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z01,Z09,32,6,11,18,24.187,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z02,Z09,32,6,31,18,12.042,3,5,8,0,0,0.067157,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z03,Z09,32,6,50,18,21.633,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z04,Z09,32,6,19,6,13,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z05,Z09,32,6,7,6,25,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z06,Z09,32,6,8,31,34.655,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z07,Z09,32,6,22,31,26.926,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z08,Z09,32,6,44,6,12,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z09,Z09,32,6,32,6,0,3,5,8,0.294524,0.732965,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z10,Z09,32,6,53,31,32.65,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z11,Z09,32,6,38,31,25.71,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C09,Z12,Z09,32,6,54,6,22,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z01,Z10,53,31,11,18,43.966,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z02,Z10,53,31,31,18,25.554,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z03,Z10,53,31,50,18,13.342,3,5,8,0,0,0.027251,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z04,Z10,53,31,19,6,42.202,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z05,Z10,53,31,7,6,52.355,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z06,Z10,53,31,8,31,45,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z07,Z10,53,31,22,31,31,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z08,Z10,53,31,44,6,26.571,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z09,Z10,53,31,32,6,32.65,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z10,Z10,53,31,53,31,0,3,5,8,0.282743,0.785397,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z11,Z10,53,31,38,31,15,3,5,8,0,0,0.032701,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C10,Z12,Z10,53,31,54,6,25.02,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z01,Z11,38,31,11,18,29.967,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z02,Z11,38,31,31,18,14.765,3,5,8,0,0,0.020592,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z03,Z11,38,31,50,18,17.692,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
